StockCode,TotalRevenue,TotalQuantity,PurchaseFrequency,UniqueCustomers,ReturnRate,SalesRevenue,ReturnLoss,NetRevenue,Cluster,Category,Insight
22089,3398.5,1190,180,142,0,3398.5,0,3398.5,2,Hidden Loss,✅ Profitable Product
22090,18595.49,6807,574,325,7,18791.89,-196.4,18595.49,1,Stable,✅ Profitable Product
22091,914.04,1938,131,97,1,922.79,-8.75,914.04,0,Low Demand,✅ Profitable Product
22092,312.34,668,88,75,0,312.34,0,312.34,0,Low Demand,✅ Profitable Product
22093,791.76,1816,154,115,1,806.76,-15,791.76,0,Low Demand,✅ Profitable Product
22094,893.27,2022,150,119,5,933.24,-39.97,893.27,0,Low Demand,✅ Profitable Product
22095,1420.98,1569,104,72,2,1432.04,-11.06,1420.98,0,Low Demand,✅ Profitable Product
22096,562.14,1358,110,89,1,564.48,-2.34,562.14,0,Low Demand,✅ Profitable Product
22097,688.83,1581,133,103,1,692.73,-3.9,688.83,0,Low Demand,✅ Profitable Product
22098,881.61,1882,149,98,6,911.72,-30.11,881.61,0,Low Demand,✅ Profitable Product
22099,696.38,1396,123,96,1,707.63,-11.25,696.38,0,Low Demand,✅ Profitable Product
22100,305.81,729,38,34,0,305.81,0,305.81,0,Low Demand,✅ Profitable Product
22101,505.26,513,25,21,1,631.62,-126.36,505.26,0,Low Demand,✅ Profitable Product
22102,434.25,813,19,13,1,715.05,-280.8,434.25,0,Low Demand,✅ Profitable Product
22103,512.43,683,18,13,3,714.09,-201.66,512.43,0,Low Demand,✅ Profitable Product
22104,120.07,151,12,9,0,120.07,0,120.07,0,Low Demand,📉 Low Performance
22105,338.5,266,11,9,1,566.5,-228,338.5,0,Low Demand,✅ Profitable Product
22106,428.15,165,14,9,2,584.9,-156.75,428.15,0,Low Demand,✅ Profitable Product
22107,891.23,272,73,46,4,967.48,-76.25,891.23,0,Low Demand,✅ Profitable Product
22108,246.53,101,28,16,0,246.53,0,246.53,0,Low Demand,✅ Profitable Product
22109,4878.66,1350,163,101,5,4993.05,-114.39,4878.66,2,Hidden Loss,✅ Profitable Product
22110,1559.51,616,155,116,1,1564.61,-5.1,1559.51,0,Low Demand,✅ Profitable Product
22111,19559.9,4130,663,427,7,20104.35,-544.45,19559.9,1,Stable,✅ Profitable Product
22112,23279.36,5080,707,383,7,23624.24,-344.88,23279.36,1,Stable,✅ Profitable Product
22113,12086.9,3129,515,339,4,12191.15,-104.25,12086.9,2,Hidden Loss,✅ Profitable Product
22114,15285.12,3702,518,325,4,15415.22,-130.1,15285.12,2,Hidden Loss,✅ Profitable Product
22115,1706.81,1495,183,152,0,1706.81,0,1706.81,2,Hidden Loss,✅ Profitable Product
22116,483.19,493,91,65,1,493.39,-10.2,483.19,0,Low Demand,✅ Profitable Product
22117,3802.5,1290,72,58,0,3802.5,0,3802.5,0,Low Demand,✅ Profitable Product
22118,748.83,219,78,67,0,748.83,0,748.83,0,Low Demand,✅ Profitable Product
22119,1724.41,347,104,82,1,1731.36,-6.95,1724.41,0,Low Demand,✅ Profitable Product
22120,4737.12,493,169,121,2,4856.52,-119.4,4737.12,2,Hidden Loss,✅ Profitable Product
22121,1924.94,332,115,94,1,1930.89,-5.95,1924.94,0,Low Demand,✅ Profitable Product
22123,794.39,443,72,59,0,794.39,0,794.39,0,Low Demand,✅ Profitable Product
22124,130.37,79,23,14,0,130.37,0,130.37,0,Low Demand,📉 Low Performance
22125,23.8,4,1,1,0,23.8,0,23.8,0,Low Demand,📉 Low Performance
22127,479.7,402,20,20,0,479.7,0,479.7,0,Low Demand,✅ Profitable Product
22128,1972.69,1673,75,62,3,2042.69,-70,1972.69,0,Low Demand,✅ Profitable Product
22129,790.56,992,36,33,0,790.56,0,790.56,0,Low Demand,✅ Profitable Product
22130,1156,1360,90,80,2,1260.53,-104.53,1156,0,Low Demand,✅ Profitable Product
22131,3368.47,1889,181,115,1,3370.42,-1.95,3368.47,2,Hidden Loss,✅ Profitable Product
22132,762.71,923,84,60,1,772.91,-10.2,762.71,0,Low Demand,✅ Profitable Product
22133,585.78,702,60,41,0,585.78,0,585.78,0,Low Demand,✅ Profitable Product
22134,255.18,637,55,29,0,255.18,0,255.18,0,Low Demand,✅ Profitable Product
22135,114.96,262,48,22,0,114.96,0,114.96,0,Low Demand,📉 Low Performance
22136,530.45,333,51,37,1,531.9,-1.45,530.45,0,Low Demand,✅ Profitable Product
22137,191,68,11,9,0,191,0,191,0,Low Demand,📉 Low Performance
22138,22696.45,4729,881,585,27,23007.55,-311.1,22696.45,1,Stable,✅ Profitable Product
22139,20275.48,4206,839,489,16,20470.78,-195.3,20275.48,1,Stable,✅ Profitable Product
22141,5008.78,2440,351,256,3,5025.58,-16.8,5008.78,2,Hidden Loss,✅ Profitable Product
22142,4323.34,3062,323,259,2,4339.29,-15.95,4323.34,2,Hidden Loss,✅ Profitable Product
22144,7035.7,3424,424,319,3,7128.1,-92.4,7035.7,2,Hidden Loss,✅ Profitable Product
22145,63,30,1,1,0,63,0,63,0,Low Demand,📉 Low Performance
22146,1.95,1,1,1,0,1.95,0,1.95,0,Low Demand,📉 Low Performance
22147,7210.9,5250,444,287,8,8314.55,-1103.65,7210.9,2,Hidden Loss,✅ Profitable Product
22148,3337.8,1804,161,148,2,3367.05,-29.25,3337.8,2,Hidden Loss,✅ Profitable Product
22149,10408.09,5267,470,337,9,11566.39,-1158.3,10408.09,2,Hidden Loss,✅ Profitable Product
22150,5456.6,2912,406,288,4,5478.05,-21.45,5456.6,2,Hidden Loss,✅ Profitable Product
22151,5600.31,13987,294,175,5,5922.27,-321.96,5600.31,2,Hidden Loss,✅ Profitable Product
22152,965.87,2347,95,70,2,967.55,-1.68,965.87,0,Low Demand,✅ Profitable Product
22153,983.22,2389,89,62,3,1012.62,-29.4,983.22,0,Low Demand,✅ Profitable Product
22154,1454.58,3525,114,87,3,1457.52,-2.94,1454.58,0,Low Demand,✅ Profitable Product
22155,905.1,2155,86,67,1,925.26,-20.16,905.1,0,Low Demand,✅ Profitable Product
22156,1499.95,1770,165,106,13,1588.16,-88.21,1499.95,2,Hidden Loss,⚠️ High Return Risk
22157,180.2,212,11,11,0,180.2,0,180.2,0,Low Demand,📉 Low Performance
22158,8089.46,2870,269,201,8,8161.21,-71.75,8089.46,2,Hidden Loss,✅ Profitable Product
22161,852.77,4119,154,118,1,857.33,-4.56,852.77,0,Low Demand,✅ Profitable Product
22162,280.25,95,29,21,2,312.7,-32.45,280.25,0,Low Demand,✅ Profitable Product
22163,561.19,601,51,41,2,580.94,-19.75,561.19,0,Low Demand,✅ Profitable Product
22164,209.45,71,12,11,0,209.45,0,209.45,0,Low Demand,✅ Profitable Product
22165,1477.9,266,39,27,1,1490.65,-12.75,1477.9,0,Low Demand,✅ Profitable Product
22166,466.05,119,18,13,2,489.9,-23.85,466.05,0,Low Demand,✅ Profitable Product
22167,1010.2,116,61,41,4,1059.95,-49.75,1010.2,0,Low Demand,✅ Profitable Product
22168,1060.8,126,84,71,9,1171.3,-110.5,1060.8,0,Low Demand,✅ Profitable Product
22169,8174.39,1045,302,165,16,8416.64,-242.25,8174.39,2,Hidden Loss,✅ Profitable Product
22170,6259.5,1004,230,142,5,6378.15,-118.65,6259.5,2,Hidden Loss,✅ Profitable Product
22171,11418.03,1611,320,173,17,12294.38,-876.35,11418.03,2,Hidden Loss,✅ Profitable Product
22173,5993.52,2050,343,210,6,6273.29,-279.77,5993.52,2,Hidden Loss,✅ Profitable Product
22174,4032.56,2688,169,104,0,4032.56,0,4032.56,2,Hidden Loss,✅ Profitable Product
22175,2379.05,839,141,85,2,2384.95,-5.9,2379.05,0,Low Demand,✅ Profitable Product
22176,1417.45,487,100,62,2,1423.35,-5.9,1417.45,0,Low Demand,✅ Profitable Product
22178,28152.86,21984,839,403,24,28776.51,-623.65,28152.86,1,Stable,✅ Profitable Product
22179,4931.79,767,184,99,6,5110.74,-178.95,4931.79,2,Hidden Loss,✅ Profitable Product
22180,2768,283,143,93,12,2962.65,-194.65,2768,0,Low Demand,⚠️ High Return Risk
22181,455.02,550,48,40,2,477.97,-22.95,455.02,0,Low Demand,✅ Profitable Product
22182,708.85,203,38,30,2,723.7,-14.85,708.85,0,Low Demand,✅ Profitable Product
22183,458,72,19,16,2,466.95,-8.95,458,0,Low Demand,✅ Profitable Product
22184,51,6,6,5,2,68,-17,51,0,Low Demand,📉 Low Performance
22185,2029.7,1428,126,111,0,2029.7,0,2029.7,0,Low Demand,✅ Profitable Product
22186,1591.64,748,122,112,4,1723.79,-132.15,1591.64,0,Low Demand,✅ Profitable Product
22187,2547.57,1179,148,124,3,2562.27,-14.7,2547.57,0,Low Demand,✅ Profitable Product
22188,12257.95,4843,167,123,1,12261.9,-3.95,12257.95,2,Hidden Loss,✅ Profitable Product
22189,22683.97,8187,457,274,5,22715.57,-31.6,22683.97,1,Stable,✅ Profitable Product
22190,785.13,566,52,38,0,785.13,0,785.13,0,Low Demand,✅ Profitable Product
22191,8933.5,1082,407,241,16,11587.2,-2653.7,8933.5,2,Hidden Loss,✅ Profitable Product
22192,7360.63,886,345,180,7,7528.93,-168.3,7360.63,2,Hidden Loss,✅ Profitable Product
22193,10881.44,1328,425,207,9,11074.39,-192.95,10881.44,2,Hidden Loss,✅ Profitable Product
22194,433.5,51,34,24,1,450.5,-17,433.5,0,Low Demand,✅ Profitable Product
22195,2840.22,1698,221,148,1,2841.87,-1.65,2840.22,2,Hidden Loss,✅ Profitable Product
22196,1989.6,2356,251,147,4,2013.73,-24.13,1989.6,2,Hidden Loss,✅ Profitable Product
22197,36859.88,48712,1085,407,50,37226.43,-366.55,36859.88,1,Stable,✅ Profitable Product
22198,1301.1,830,68,44,15,1370.45,-69.35,1301.1,0,Low Demand,⚠️ High Return Risk
22199,1294.5,376,100,71,2,1328.5,-34,1294.5,0,Low Demand,✅ Profitable Product
22200,1194.54,322,77,51,1,1209.54,-15,1194.54,0,Low Demand,✅ Profitable Product
22201,357.5,106,42,29,2,366,-8.5,357.5,0,Low Demand,✅ Profitable Product
22202,142.5,38,18,16,1,146.25,-3.75,142.5,0,Low Demand,📉 Low Performance
22203,988.63,308,93,75,2,996.13,-7.5,988.63,0,Low Demand,✅ Profitable Product
22204,283.75,91,32,23,2,302.5,-18.75,283.75,0,Low Demand,✅ Profitable Product
22207,4449.11,1125,117,68,4,4731.36,-282.25,4449.11,0,Low Demand,✅ Profitable Product
22208,1222.49,1276,201,148,2,1234.1,-11.61,1222.49,2,Hidden Loss,✅ Profitable Product
22209,792.86,813,122,100,1,802.82,-9.96,792.86,0,Low Demand,✅ Profitable Product
22210,822.57,914,142,117,0,822.57,0,822.57,0,Low Demand,✅ Profitable Product
22211,738.78,735,127,101,1,808.38,-69.6,738.78,0,Low Demand,✅ Profitable Product
22212,2869.17,1399,260,146,7,2917.47,-48.3,2869.17,2,Hidden Loss,✅ Profitable Product
22214,246.7,114,21,18,0,246.7,0,246.7,0,Low Demand,✅ Profitable Product
22215,2237.5,328,91,72,2,2254.5,-17,2237.5,0,Low Demand,✅ Profitable Product
22216,182.31,327,20,17,0,182.31,0,182.31,0,Low Demand,📉 Low Performance
22217,597.51,725,65,63,1,647.51,-50,597.51,0,Low Demand,✅ Profitable Product
22218,4.25,1,1,1,0,4.25,0,4.25,0,Low Demand,📉 Low Performance
22219,2796.52,3346,314,190,3,2818.62,-22.1,2796.52,2,Hidden Loss,✅ Profitable Product
22220,1298,192,83,66,9,1499.5,-201.5,1298,0,Low Demand,✅ Profitable Product
22221,944.5,122,46,38,2,964.4,-19.9,944.5,0,Low Demand,✅ Profitable Product
22222,2599.2,824,149,104,0,2599.2,0,2599.2,0,Low Demand,✅ Profitable Product
22223,902.85,315,42,34,0,902.85,0,902.85,0,Low Demand,✅ Profitable Product
22224,1961.8,684,117,89,2,1973.6,-11.8,1961.8,0,Low Demand,✅ Profitable Product
22227,1275.55,1967,172,83,2,1276.85,-1.3,1275.55,0,Low Demand,✅ Profitable Product
22228,596.46,850,94,81,1,598.16,-1.7,596.46,0,Low Demand,✅ Profitable Product
22229,332.57,493,63,54,1,334.27,-1.7,332.57,0,Low Demand,✅ Profitable Product
22230,342.93,910,67,51,4,356.46,-13.53,342.93,0,Low Demand,✅ Profitable Product
22231,728.12,800,115,93,9,823.17,-95.05,728.12,0,Low Demand,✅ Profitable Product
22232,451.71,559,66,54,5,506.43,-54.72,451.71,0,Low Demand,✅ Profitable Product
22233,481.7,520,81,71,4,515.29,-33.59,481.7,0,Low Demand,✅ Profitable Product
22236,3115.65,263,99,67,11,3624.6,-508.95,3115.65,0,Low Demand,⚠️ High Return Risk
22241,2175.47,1784,168,125,3,2180.28,-4.81,2175.47,2,Hidden Loss,✅ Profitable Product
22242,908.25,597,30,23,3,964.35,-56.1,908.25,0,Low Demand,✅ Profitable Product
22243,4578.6,3044,111,71,3,4596.75,-18.15,4578.6,0,Low Demand,✅ Profitable Product
22244,2884.35,1601,102,67,8,2915.55,-31.2,2884.35,0,Low Demand,✅ Profitable Product
22245,961.86,1194,58,44,2,966.11,-4.25,961.86,0,Low Demand,✅ Profitable Product
22246,531.78,266,37,31,1,555.18,-23.4,531.78,0,Low Demand,✅ Profitable Product
22247,408.09,485,56,54,0,408.09,0,408.09,0,Low Demand,✅ Profitable Product
22248,304.39,363,46,43,2,321.39,-17,304.39,0,Low Demand,✅ Profitable Product
22249,540.69,641,76,73,1,544.09,-3.4,540.69,0,Low Demand,✅ Profitable Product
22250,374.09,445,58,57,1,377.49,-3.4,374.09,0,Low Demand,✅ Profitable Product
22251,625.44,504,75,67,3,645.44,-20,625.44,0,Low Demand,✅ Profitable Product
22252,762.82,644,68,48,1,770.32,-7.5,762.82,0,Low Demand,✅ Profitable Product
22254,706.02,594,41,33,0,706.02,0,706.02,0,Low Demand,✅ Profitable Product
22255,460.7,542,44,33,0,460.7,0,460.7,0,Low Demand,✅ Profitable Product
22256,327.5,262,33,32,0,327.5,0,327.5,0,Low Demand,✅ Profitable Product
22257,194.39,283,16,16,0,194.39,0,194.39,0,Low Demand,📉 Low Performance
22258,535.19,715,38,35,2,543.94,-8.75,535.19,0,Low Demand,✅ Profitable Product
22259,240.96,384,16,16,0,240.96,0,240.96,0,Low Demand,✅ Profitable Product
22260,348.22,406,48,37,1,351.62,-3.4,348.22,0,Low Demand,✅ Profitable Product
22261,444.06,516,71,61,1,447.46,-3.4,444.06,0,Low Demand,✅ Profitable Product
22262,784.27,919,92,62,2,788.52,-4.25,784.27,0,Low Demand,✅ Profitable Product
22263,93.34,207,19,14,1,125.68,-32.34,93.34,0,Low Demand,📉 Low Performance
22264,518.77,1393,40,38,0,518.77,0,518.77,0,Low Demand,✅ Profitable Product
22265,334.1,514,48,42,0,334.1,0,334.1,0,Low Demand,✅ Profitable Product
22266,563.35,1861,78,69,0,563.35,0,563.35,0,Low Demand,✅ Profitable Product
22267,654.7,828,75,67,0,654.7,0,654.7,0,Low Demand,✅ Profitable Product
22268,658.18,1798,97,73,2,666.44,-8.26,658.18,0,Low Demand,✅ Profitable Product
22269,521.73,841,87,62,0,521.73,0,521.73,0,Low Demand,✅ Profitable Product
22270,748.08,204,45,35,3,773.97,-25.89,748.08,0,Low Demand,✅ Profitable Product
22271,4693.27,1645,258,181,2,4716.87,-23.6,4693.27,2,Hidden Loss,✅ Profitable Product
22272,550.15,193,47,44,1,553.1,-2.95,550.15,0,Low Demand,✅ Profitable Product
22273,8250.34,3022,298,212,6,11762.99,-3512.65,8250.34,2,Hidden Loss,✅ Profitable Product
22274,3711.5,1294,233,168,2,3732.15,-20.65,3711.5,2,Hidden Loss,✅ Profitable Product
22275,527.85,69,1,1,0,527.85,0,527.85,0,Low Demand,✅ Profitable Product
22276,627.3,246,64,53,2,645.15,-17.85,627.3,0,Low Demand,✅ Profitable Product
22277,728.62,355,63,54,0,728.62,0,728.62,0,Low Demand,✅ Profitable Product
22278,1178.1,238,85,59,3,1207.8,-29.7,1178.1,0,Low Demand,✅ Profitable Product
22279,577.16,479,47,44,1,578.41,-1.25,577.16,0,Low Demand,✅ Profitable Product
22280,224.88,177,30,26,0,224.88,0,224.88,0,Low Demand,✅ Profitable Product
22281,648.55,109,43,35,0,648.55,0,648.55,0,Low Demand,✅ Profitable Product
22282,1412.52,110,65,39,1,1425.27,-12.75,1412.52,0,Low Demand,✅ Profitable Product
22283,2027.14,254,119,82,2,2058.94,-31.8,2027.14,0,Low Demand,✅ Profitable Product
22284,1465.2,888,101,79,2,1486.65,-21.45,1465.2,0,Low Demand,✅ Profitable Product
22285,1376.1,834,90,74,0,1376.1,0,1376.1,0,Low Demand,✅ Profitable Product
22286,867.27,1051,79,64,0,867.27,0,867.27,0,Low Demand,✅ Profitable Product
22287,629.28,738,58,51,1,633.96,-4.68,629.28,0,Low Demand,✅ Profitable Product
22288,566.25,453,39,37,0,566.25,0,566.25,0,Low Demand,✅ Profitable Product
22289,157.5,126,19,19,0,157.5,0,157.5,0,Low Demand,📉 Low Performance
22291,1767.55,1219,91,72,1,1802.35,-34.8,1767.55,0,Low Demand,✅ Profitable Product
22292,1520,1088,88,76,0,1520,0,1520,0,Low Demand,✅ Profitable Product
22293,1190.45,821,82,63,0,1190.45,0,1190.45,0,Low Demand,✅ Profitable Product
22294,6628.57,5405,249,162,3,6671.07,-42.5,6628.57,2,Hidden Loss,✅ Profitable Product
22295,4400.37,2725,213,156,1,4420.17,-19.8,4400.37,2,Hidden Loss,✅ Profitable Product
22296,4987.18,3054,271,189,1,4988.83,-1.65,4987.18,2,Hidden Loss,✅ Profitable Product
22297,4715.03,3863,221,157,0,4715.03,0,4715.03,2,Hidden Loss,✅ Profitable Product
22299,1166.34,1264,45,39,3,1231.34,-65,1166.34,0,Low Demand,✅ Profitable Product
22300,3014.19,1437,148,100,5,3047.34,-33.15,3014.19,0,Low Demand,✅ Profitable Product
22301,4469.94,2094,192,123,11,4529.34,-59.4,4469.94,2,Hidden Loss,⚠️ High Return Risk
22302,4929.25,2276,193,134,3,4959.85,-30.6,4929.25,2,Hidden Loss,✅ Profitable Product
22303,5953,2696,239,156,10,6124.15,-171.15,5953,2,Hidden Loss,✅ Profitable Product
22304,1268.06,744,47,38,0,1268.06,0,1268.06,0,Low Demand,✅ Profitable Product
22305,1556.89,683,45,35,1,1559.44,-2.55,1556.89,0,Low Demand,✅ Profitable Product
22306,1274.59,1121,103,85,4,1303.29,-28.7,1274.59,0,Low Demand,✅ Profitable Product
22307,789.71,690,66,53,5,835.61,-45.9,789.71,0,Low Demand,✅ Profitable Product
22308,356.89,145,36,27,0,356.89,0,356.89,0,Low Demand,✅ Profitable Product
22309,709.38,293,64,48,0,709.38,0,709.38,0,Low Demand,✅ Profitable Product
22310,841.79,531,51,29,0,841.79,0,841.79,0,Low Demand,✅ Profitable Product
22311,2904.85,1047,95,62,2,2925.5,-20.65,2904.85,0,Low Demand,✅ Profitable Product
22312,1449.09,501,94,62,1,1454.99,-5.9,1449.09,0,Low Demand,✅ Profitable Product
22313,845.39,303,55,41,1,1482.89,-637.5,845.39,0,Low Demand,✅ Profitable Product
22314,1428.19,515,94,59,1,1434.09,-5.9,1428.19,0,Low Demand,✅ Profitable Product
22315,914.77,761,119,90,0,914.77,0,914.77,0,Low Demand,✅ Profitable Product
22316,705.05,637,42,28,1,706.3,-1.25,705.05,0,Low Demand,✅ Profitable Product
22317,506.32,172,39,35,0,506.32,0,506.32,0,Low Demand,✅ Profitable Product
22318,1140.35,389,91,67,2,1161,-20.65,1140.35,0,Low Demand,✅ Profitable Product
22319,583.96,1340,62,54,1,587.86,-3.9,583.96,0,Low Demand,✅ Profitable Product
22320,1046.66,174,73,56,4,1100.21,-53.55,1046.66,0,Low Demand,✅ Profitable Product
22321,645.15,759,58,45,1,646,-0.85,645.15,0,Low Demand,✅ Profitable Product
22322,321.3,378,38,30,1,331.5,-10.2,321.3,0,Low Demand,✅ Profitable Product
22323,1.95,1,1,1,0,1.95,0,1.95,0,Low Demand,📉 Low Performance
22324,456.36,228,29,20,0,456.36,0,456.36,0,Low Demand,✅ Profitable Product
22325,690.9,140,64,52,6,755.25,-64.35,690.9,0,Low Demand,✅ Profitable Product
22326,22054.57,8059,612,281,18,22175.52,-120.95,22054.57,1,Stable,✅ Profitable Product
22327,2325.95,821,167,106,5,2358.4,-32.45,2325.95,0,Low Demand,✅ Profitable Product
22328,15919.39,5825,473,228,15,17604.99,-1685.6,15919.39,1,Stable,✅ Profitable Product
22329,2154.9,1370,154,104,3,2182.95,-28.05,2154.9,0,Low Demand,✅ Profitable Product
22331,2747.66,1766,145,103,2,2750.96,-3.3,2747.66,0,Low Demand,✅ Profitable Product
22332,1546.2,972,132,92,3,1562.7,-16.5,1546.2,0,Low Demand,✅ Profitable Product
22333,6637.03,4323,278,169,11,6749.23,-112.2,6637.03,2,Hidden Loss,✅ Profitable Product
22334,1101.44,684,91,77,0,1101.44,0,1101.44,0,Low Demand,✅ Profitable Product
22335,1250.2,2024,123,88,0,1250.2,0,1250.2,0,Low Demand,✅ Profitable Product
22336,653.14,2260,50,48,1,668.09,-14.95,653.14,0,Low Demand,✅ Profitable Product
22337,383.95,635,26,24,0,383.95,0,383.95,0,Low Demand,✅ Profitable Product
22338,913.44,4158,118,94,2,925.71,-12.27,913.44,0,Low Demand,✅ Profitable Product
22339,552.36,2252,53,45,2,569.29,-16.93,552.36,0,Low Demand,✅ Profitable Product
22340,412.83,981,62,53,1,430.23,-17.4,412.83,0,Low Demand,✅ Profitable Product
22341,672.65,405,41,37,0,672.65,0,672.65,0,Low Demand,✅ Profitable Product
22342,729.45,797,54,49,2,769.65,-40.2,729.45,0,Low Demand,✅ Profitable Product
22343,729.61,1687,64,48,1,744.91,-15.3,729.61,0,Low Demand,✅ Profitable Product
22344,373.31,1049,46,34,0,373.31,0,373.31,0,Low Demand,✅ Profitable Product
22345,303.18,954,42,29,1,318.48,-15.3,303.18,0,Low Demand,✅ Profitable Product
22346,309.69,885,32,23,0,309.69,0,309.69,0,Low Demand,✅ Profitable Product
22348,3213.29,3851,255,144,1,3223.49,-10.2,3213.29,2,Hidden Loss,✅ Profitable Product
22349,5179.18,1328,116,86,2,5227.93,-48.75,5179.18,0,Low Demand,✅ Profitable Product
22350,3583.77,1355,89,63,1,3586.32,-2.55,3583.77,0,Low Demand,✅ Profitable Product
22351,19.8,12,1,1,0,19.8,0,19.8,0,Low Demand,📉 Low Performance
22352,6676.99,2837,333,185,9,6717.79,-40.8,6676.99,2,Hidden Loss,✅ Profitable Product
22353,155.55,61,24,23,0,155.55,0,155.55,0,Low Demand,📉 Low Performance
22354,2499.43,699,66,44,1,2502.82,-3.39,2499.43,0,Low Demand,✅ Profitable Product
22355,7025.06,8825,597,249,12,7138.65,-113.59,7025.06,2,Hidden Loss,✅ Profitable Product
22356,5639.11,7040,504,220,17,5840.64,-201.53,5639.11,2,Hidden Loss,✅ Profitable Product
22357,1256.1,306,95,70,8,1332.6,-76.5,1256.1,0,Low Demand,✅ Profitable Product
22358,1317.68,448,114,87,4,1341.28,-23.6,1317.68,0,Low Demand,✅ Profitable Product
22359,471.89,159,64,47,2,480.74,-8.85,471.89,0,Low Demand,✅ Profitable Product
22360,2170.95,781,159,103,17,2455.9,-284.95,2170.95,2,Hidden Loss,⚠️ High Return Risk
22361,1478.25,527,129,92,6,1513.25,-35,1478.25,0,Low Demand,✅ Profitable Product
22362,889.88,316,88,62,7,987.23,-97.35,889.88,0,Low Demand,✅ Profitable Product
22363,891.44,324,61,46,4,1226.94,-335.5,891.44,0,Low Demand,✅ Profitable Product
22364,1247.52,452,109,69,14,1429.97,-182.45,1247.52,0,Low Demand,⚠️ High Return Risk
22365,4857.54,728,127,83,1,4873.44,-15.9,4857.54,0,Low Demand,✅ Profitable Product
22366,4693.75,695,159,104,3,4887.82,-194.07,4693.75,0,Low Demand,✅ Profitable Product
22367,6502.29,3507,459,300,12,6572.49,-70.2,6502.29,2,Hidden Loss,✅ Profitable Product
22371,3436.23,817,256,145,9,3489.88,-53.65,3436.23,2,Hidden Loss,✅ Profitable Product
22372,931.08,220,102,81,1,935.33,-4.25,931.08,0,Low Demand,✅ Profitable Product
